candidate_id,decision_space_support,decision_space_knn_distance,full_model_input_knn_distance,full_model_input_support_threshold,full_model_input_support,parameter_scenario,supported_fraction,borderline_fraction,out_of_support_fraction
local_2026_00054,supported,0.672120703949,0.817636561421,1.40896007673,supported,stable_player,1,0,0
local_2026_00105,supported,0.572898736925,0.71751753026,1.40896007673,supported,ideal,1,0,0
local_2026_00105,supported,0.572898736925,0.71751753026,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00105,supported,0.572898736925,0.71751753026,1.40896007673,supported,stable_player,1,0,0
local_2026_00157,supported,0.642230867749,0.775515312436,1.40896007673,supported,ideal,1,0,0
local_2026_00157,supported,0.642230867749,0.775515312436,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00157,supported,0.642230867749,0.775515312436,1.40896007673,supported,stable_player,1,0,0
local_2026_00160,supported,0.591077311372,0.743839708124,1.40896007673,supported,ideal,1,0,0
local_2026_00160,supported,0.591077311372,0.743839708124,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00160,supported,0.591077311372,0.743839708124,1.40896007673,supported,stable_player,1,0,0
local_2026_00175,supported,0.633596795807,0.7638215817,1.40896007673,supported,ideal,1,0,0
local_2026_00175,supported,0.633596795807,0.7638215817,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00175,supported,0.633596795807,0.7638215817,1.40896007673,supported,stable_player,1,0,0
local_2026_00191,supported,0.728861420567,0.881317901025,1.40896007673,supported,ideal,1,0,0
local_2026_00191,supported,0.728861420567,0.881317901025,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00191,supported,0.728861420567,0.881317901025,1.40896007673,supported,stable_player,1,0,0
local_2026_00220,supported,0.584582054123,0.715668890814,1.40896007673,supported,ideal,1,0,0
local_2026_00220,supported,0.584582054123,0.715668890814,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00220,supported,0.584582054123,0.715668890814,1.40896007673,supported,stable_player,1,0,0
local_2026_00248,supported,0.586406912018,0.744915645746,1.40896007673,supported,ideal,1,0,0
local_2026_00248,supported,0.586406912018,0.744915645746,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00248,supported,0.586406912018,0.744915645746,1.40896007673,supported,stable_player,1,0,0
local_2026_00305,supported,0.663140323245,0.81751226974,1.40896007673,supported,ideal,1,0,0
local_2026_00305,supported,0.663140323245,0.81751226974,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00305,supported,0.663140323245,0.81751226974,1.40896007673,supported,stable_player,1,0,0
local_2026_00467,supported,0.657062494146,0.824492254678,1.40896007673,supported,ideal,1,0,0
local_2026_00467,supported,0.657062494146,0.824492254678,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00467,supported,0.657062494146,0.824492254678,1.40896007673,supported,stable_player,1,0,0
local_2026_00480,supported,0.65586261217,0.801620435872,1.40896007673,supported,ideal,1,0,0
local_2026_00480,supported,0.65586261217,0.801620435872,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00480,supported,0.65586261217,0.801620435872,1.40896007673,supported,stable_player,1,0,0
local_2026_00503,supported,0.567279049026,0.713303478294,1.40896007673,supported,ideal,1,0,0
local_2026_00503,supported,0.567279049026,0.713303478294,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00503,supported,0.567279049026,0.713303478294,1.40896007673,supported,stable_player,1,0,0
local_2026_00552,supported,0.583025743847,0.722724738636,1.40896007673,supported,ideal,1,0,0
local_2026_00552,supported,0.583025743847,0.722724738636,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00552,supported,0.583025743847,0.722724738636,1.40896007673,supported,stable_player,1,0,0
local_2026_00562,supported,0.670126596908,0.828008113121,1.40896007673,supported,ideal,1,0,0
local_2026_00562,supported,0.670126596908,0.828008113121,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00562,supported,0.670126596908,0.828008113121,1.40896007673,supported,stable_player,1,0,0
local_2026_00646,supported,0.642811493057,0.785990462572,1.40896007673,supported,ideal,1,0,0
local_2026_00646,supported,0.642811493057,0.785990462572,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00646,supported,0.642811493057,0.785990462572,1.40896007673,supported,stable_player,1,0,0
local_2026_00648,supported,0.666782816379,0.844067725393,1.40896007673,supported,ideal,1,0,0
local_2026_00648,supported,0.666782816379,0.844067725393,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00648,supported,0.666782816379,0.844067725393,1.40896007673,supported,stable_player,1,0,0
local_2026_00650,supported,0.618823101345,0.755675315267,1.40896007673,supported,ideal,1,0,0
local_2026_00650,supported,0.618823101345,0.755675315267,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00650,supported,0.618823101345,0.755675315267,1.40896007673,supported,stable_player,1,0,0
local_2026_00655,supported,0.585696455533,0.722474418863,1.40896007673,supported,ideal,1,0,0
local_2026_00655,supported,0.585696455533,0.722474418863,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00655,supported,0.585696455533,0.722474418863,1.40896007673,supported,stable_player,1,0,0
local_2026_00678,supported,0.623480698519,0.755915227389,1.40896007673,supported,ideal,1,0,0
local_2026_00678,supported,0.623480698519,0.755915227389,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00678,supported,0.623480698519,0.755915227389,1.40896007673,supported,stable_player,1,0,0
local_2026_00680,supported,0.711580915767,0.852758018531,1.40896007673,supported,ideal,1,0,0
local_2026_00680,supported,0.711580915767,0.852758018531,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00680,supported,0.711580915767,0.852758018531,1.40896007673,supported,stable_player,1,0,0
local_2026_00696,supported,0.700292479259,0.852556377991,1.40896007673,supported,ideal,1,0,0
local_2026_00696,supported,0.700292479259,0.852556377991,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00696,supported,0.700292479259,0.852556377991,1.40896007673,supported,stable_player,1,0,0
local_2026_00736,supported,0.589280372781,0.739425252915,1.40896007673,supported,ideal,1,0,0
local_2026_00736,supported,0.589280372781,0.739425252915,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00736,supported,0.589280372781,0.739425252915,1.40896007673,supported,stable_player,1,0,0
local_2026_00765,supported,0.63721052282,0.770680863839,1.40896007673,supported,ideal,1,0,0
local_2026_00765,supported,0.63721052282,0.770680863839,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00765,supported,0.63721052282,0.770680863839,1.40896007673,supported,stable_player,1,0,0
local_2026_00773,supported,0.61927826897,0.748431078236,1.40896007673,supported,ideal,1,0,0
local_2026_00773,supported,0.61927826897,0.748431078236,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00773,supported,0.61927826897,0.748431078236,1.40896007673,supported,stable_player,1,0,0
local_2026_00807,supported,0.638982504915,0.774790079065,1.40896007673,supported,ideal,1,0,0
local_2026_00807,supported,0.638982504915,0.774790079065,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00807,supported,0.638982504915,0.774790079065,1.40896007673,supported,stable_player,1,0,0
local_2026_00830,supported,0.596612724257,0.719049209173,1.40896007673,supported,ideal,1,0,0
local_2026_00830,supported,0.596612724257,0.719049209173,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00830,supported,0.596612724257,0.719049209173,1.40896007673,supported,stable_player,1,0,0
local_2026_00857,supported,0.617666995135,0.752063063526,1.40896007673,supported,ideal,1,0,0
local_2026_00857,supported,0.617666995135,0.752063063526,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00857,supported,0.617666995135,0.752063063526,1.40896007673,supported,stable_player,1,0,0
local_2026_00862,supported,0.631866511191,0.790042014097,1.40896007673,supported,ideal,1,0,0
local_2026_00862,supported,0.631866511191,0.790042014097,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00862,supported,0.631866511191,0.790042014097,1.40896007673,supported,stable_player,1,0,0
local_2026_00907,supported,0.640407252104,0.794813346123,1.40896007673,supported,ideal,1,0,0
local_2026_00907,supported,0.640407252104,0.794813346123,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00907,supported,0.640407252104,0.794813346123,1.40896007673,supported,stable_player,1,0,0
local_2026_00919,supported,0.694074045681,0.845352375351,1.40896007673,supported,ideal,1,0,0
local_2026_00919,supported,0.694074045681,0.845352375351,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00919,supported,0.694074045681,0.845352375351,1.40896007673,supported,stable_player,1,0,0
local_2026_00956,supported,0.623320374261,0.765836218003,1.40896007673,supported,ideal,1,0,0
local_2026_00956,supported,0.623320374261,0.765836218003,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00956,supported,0.623320374261,0.765836218003,1.40896007673,supported,stable_player,1,0,0
local_2026_00967,supported,0.641266932901,0.781504400947,1.40896007673,supported,ideal,1,0,0
local_2026_00967,supported,0.641266932901,0.781504400947,1.40896007673,supported,ordinary_player,1,0,0
local_2026_00967,supported,0.641266932901,0.781504400947,1.40896007673,supported,stable_player,1,0,0
local_2026_01054,supported,0.662737791955,0.794706612854,1.40896007673,supported,ideal,1,0,0
local_2026_01054,supported,0.662737791955,0.794706612854,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01054,supported,0.662737791955,0.794706612854,1.40896007673,supported,stable_player,1,0,0
local_2026_01065,supported,0.649851951334,0.809096017421,1.40896007673,supported,ideal,1,0,0
local_2026_01065,supported,0.649851951334,0.809096017421,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01065,supported,0.649851951334,0.809096017421,1.40896007673,supported,stable_player,1,0,0
local_2026_01066,supported,0.626135021091,0.785765807518,1.40896007673,supported,ideal,1,0,0
local_2026_01066,supported,0.626135021091,0.785765807518,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01066,supported,0.626135021091,0.785765807518,1.40896007673,supported,stable_player,1,0,0
local_2026_01068,supported,0.635865196485,0.783536082152,1.40896007673,supported,ideal,1,0,0
local_2026_01068,supported,0.635865196485,0.783536082152,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01068,supported,0.635865196485,0.783536082152,1.40896007673,supported,stable_player,1,0,0
local_2026_01116,supported,0.589495649966,0.749393084792,1.40896007673,supported,ideal,1,0,0
local_2026_01116,supported,0.589495649966,0.749393084792,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01116,supported,0.589495649966,0.749393084792,1.40896007673,supported,stable_player,1,0,0
local_2026_01146,supported,0.651168628374,0.807574610769,1.40896007673,supported,ideal,1,0,0
local_2026_01146,supported,0.651168628374,0.807574610769,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01146,supported,0.651168628374,0.807574610769,1.40896007673,supported,stable_player,1,0,0
local_2026_01213,supported,0.704332960984,0.850046587726,1.40896007673,supported,ideal,1,0,0
local_2026_01213,supported,0.704332960984,0.850046587726,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01213,supported,0.704332960984,0.850046587726,1.40896007673,supported,stable_player,1,0,0
local_2026_01310,supported,0.576191381994,0.72342458149,1.40896007673,supported,ideal,1,0,0
local_2026_01310,supported,0.576191381994,0.72342458149,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01310,supported,0.576191381994,0.72342458149,1.40896007673,supported,stable_player,1,0,0
local_2026_01391,supported,0.640127218275,0.809287689395,1.40896007673,supported,ideal,1,0,0
local_2026_01391,supported,0.640127218275,0.809287689395,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01391,supported,0.640127218275,0.809287689395,1.40896007673,supported,stable_player,1,0,0
local_2026_01400,supported,0.656855433406,0.79634254646,1.40896007673,supported,ideal,1,0,0
local_2026_01400,supported,0.656855433406,0.79634254646,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01400,supported,0.656855433406,0.79634254646,1.40896007673,supported,stable_player,1,0,0
local_2026_01404,supported,0.668051081244,0.845601703542,1.40896007673,supported,ideal,1,0,0
local_2026_01404,supported,0.668051081244,0.845601703542,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01404,supported,0.668051081244,0.845601703542,1.40896007673,supported,stable_player,1,0,0
local_2026_01418,supported,0.589513005113,0.733395340688,1.40896007673,supported,ideal,1,0,0
local_2026_01418,supported,0.589513005113,0.733395340688,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01418,supported,0.589513005113,0.733395340688,1.40896007673,supported,stable_player,1,0,0
local_2026_01426,supported,0.625818155012,0.769471276202,1.40896007673,supported,ideal,1,0,0
local_2026_01426,supported,0.625818155012,0.769471276202,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01426,supported,0.625818155012,0.769471276202,1.40896007673,supported,stable_player,1,0,0
local_2026_01434,supported,0.68289394899,0.836148208507,1.40896007673,supported,ideal,1,0,0
local_2026_01434,supported,0.68289394899,0.836148208507,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01434,supported,0.68289394899,0.836148208507,1.40896007673,supported,stable_player,1,0,0
local_2026_01435,supported,0.590926729203,0.73453328078,1.40896007673,supported,ideal,1,0,0
local_2026_01435,supported,0.590926729203,0.73453328078,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01435,supported,0.590926729203,0.73453328078,1.40896007673,supported,stable_player,1,0,0
local_2026_01438,supported,0.650362223907,0.779367280607,1.40896007673,supported,ideal,1,0,0
local_2026_01438,supported,0.650362223907,0.779367280607,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01438,supported,0.650362223907,0.779367280607,1.40896007673,supported,stable_player,1,0,0
local_2026_01450,supported,0.582899309949,0.739387762911,1.40896007673,supported,ideal,1,0,0
local_2026_01450,supported,0.582899309949,0.739387762911,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01450,supported,0.582899309949,0.739387762911,1.40896007673,supported,stable_player,1,0,0
local_2026_01533,supported,0.683357248992,0.839605511546,1.40896007673,supported,ideal,1,0,0
local_2026_01533,supported,0.683357248992,0.839605511546,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01533,supported,0.683357248992,0.839605511546,1.40896007673,supported,stable_player,1,0,0
local_2026_01546,supported,0.595484007785,0.731372071339,1.40896007673,supported,ideal,1,0,0
local_2026_01546,supported,0.595484007785,0.731372071339,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01546,supported,0.595484007785,0.731372071339,1.40896007673,supported,stable_player,1,0,0
local_2026_01563,supported,0.712948746008,0.86178562727,1.40896007673,supported,ideal,1,0,0
local_2026_01563,supported,0.712948746008,0.86178562727,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01563,supported,0.712948746008,0.86178562727,1.40896007673,supported,stable_player,1,0,0
local_2026_01576,supported,0.609403385638,0.73801722192,1.40896007673,supported,ideal,1,0,0
local_2026_01576,supported,0.609403385638,0.73801722192,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01576,supported,0.609403385638,0.73801722192,1.40896007673,supported,stable_player,1,0,0
local_2026_01632,supported,0.644214688616,0.807285912909,1.40896007673,supported,ideal,1,0,0
local_2026_01632,supported,0.644214688616,0.807285912909,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01632,supported,0.644214688616,0.807285912909,1.40896007673,supported,stable_player,1,0,0
local_2026_01636,supported,0.676976755138,0.838220312824,1.40896007673,supported,ideal,1,0,0
local_2026_01636,supported,0.676976755138,0.838220312824,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01636,supported,0.676976755138,0.838220312824,1.40896007673,supported,stable_player,1,0,0
local_2026_01655,supported,0.642212691789,0.773943672247,1.40896007673,supported,ideal,1,0,0
local_2026_01655,supported,0.642212691789,0.773943672247,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01655,supported,0.642212691789,0.773943672247,1.40896007673,supported,stable_player,1,0,0
local_2026_01676,supported,0.667906985311,0.828176066027,1.40896007673,supported,ideal,1,0,0
local_2026_01676,supported,0.667906985311,0.828176066027,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01676,supported,0.667906985311,0.828176066027,1.40896007673,supported,stable_player,1,0,0
local_2026_01687,supported,0.663918678736,0.843972571554,1.40896007673,supported,ideal,1,0,0
local_2026_01687,supported,0.663918678736,0.843972571554,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01687,supported,0.663918678736,0.843972571554,1.40896007673,supported,stable_player,1,0,0
local_2026_01754,supported,0.627745292101,0.760865345629,1.40896007673,supported,ideal,1,0,0
local_2026_01754,supported,0.627745292101,0.760865345629,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01754,supported,0.627745292101,0.760865345629,1.40896007673,supported,stable_player,1,0,0
local_2026_01759,supported,0.617658344003,0.754542234195,1.40896007673,supported,ideal,1,0,0
local_2026_01759,supported,0.617658344003,0.754542234195,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01759,supported,0.617658344003,0.754542234195,1.40896007673,supported,stable_player,1,0,0
local_2026_01854,supported,0.67511792752,0.838312587724,1.40896007673,supported,ideal,1,0,0
local_2026_01854,supported,0.67511792752,0.838312587724,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01854,supported,0.67511792752,0.838312587724,1.40896007673,supported,stable_player,1,0,0
local_2026_01918,supported,0.688879550379,0.842550244779,1.40896007673,supported,ideal,1,0,0
local_2026_01918,supported,0.688879550379,0.842550244779,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01918,supported,0.688879550379,0.842550244779,1.40896007673,supported,stable_player,1,0,0
local_2026_01930,supported,0.62366488751,0.764905001775,1.40896007673,supported,ideal,1,0,0
local_2026_01930,supported,0.62366488751,0.764905001775,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01930,supported,0.62366488751,0.764905001775,1.40896007673,supported,stable_player,1,0,0
local_2026_01941,supported,0.711668260133,0.856588703996,1.40896007673,supported,ideal,1,0,0
local_2026_01941,supported,0.711668260133,0.856588703996,1.40896007673,supported,ordinary_player,1,0,0
local_2026_01941,supported,0.711668260133,0.856588703996,1.40896007673,supported,stable_player,1,0,0
local_2026_02008,supported,0.635013724385,0.772677148277,1.40896007673,supported,ideal,1,0,0
local_2026_02008,supported,0.635013724385,0.772677148277,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02008,supported,0.635013724385,0.772677148277,1.40896007673,supported,stable_player,1,0,0
local_2026_02045,supported,0.652885689868,0.799788712802,1.40896007673,supported,ideal,1,0,0
local_2026_02045,supported,0.652885689868,0.799788712802,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02045,supported,0.652885689868,0.799788712802,1.40896007673,supported,stable_player,1,0,0
local_2026_02050,supported,0.654534097734,0.789720892712,1.40896007673,supported,ideal,1,0,0
local_2026_02050,supported,0.654534097734,0.789720892712,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02050,supported,0.654534097734,0.789720892712,1.40896007673,supported,stable_player,1,0,0
local_2026_02069,supported,0.664739938007,0.833296463632,1.40896007673,supported,ideal,1,0,0
local_2026_02069,supported,0.664739938007,0.833296463632,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02069,supported,0.664739938007,0.833296463632,1.40896007673,supported,stable_player,1,0,0
local_2026_02084,supported,0.690994478674,0.875485226637,1.40896007673,supported,ideal,1,0,0
local_2026_02084,supported,0.690994478674,0.875485226637,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02084,supported,0.690994478674,0.875485226637,1.40896007673,supported,stable_player,1,0,0
local_2026_02092,supported,0.633283060827,0.790018190541,1.40896007673,supported,ideal,1,0,0
local_2026_02092,supported,0.633283060827,0.790018190541,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02092,supported,0.633283060827,0.790018190541,1.40896007673,supported,stable_player,1,0,0
local_2026_02103,supported,0.681024432562,0.843140462184,1.40896007673,supported,ideal,1,0,0
local_2026_02103,supported,0.681024432562,0.843140462184,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02103,supported,0.681024432562,0.843140462184,1.40896007673,supported,stable_player,1,0,0
local_2026_02110,supported,0.587306239644,0.725117047457,1.40896007673,supported,ideal,1,0,0
local_2026_02110,supported,0.587306239644,0.725117047457,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02110,supported,0.587306239644,0.725117047457,1.40896007673,supported,stable_player,1,0,0
local_2026_02156,supported,0.704297150747,0.863753828808,1.40896007673,supported,ideal,1,0,0
local_2026_02156,supported,0.704297150747,0.863753828808,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02156,supported,0.704297150747,0.863753828808,1.40896007673,supported,stable_player,1,0,0
local_2026_02203,supported,0.646448085447,0.819068833323,1.40896007673,supported,ideal,1,0,0
local_2026_02203,supported,0.646448085447,0.819068833323,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02203,supported,0.646448085447,0.819068833323,1.40896007673,supported,stable_player,1,0,0
local_2026_02211,supported,0.6737113549,0.857281202775,1.40896007673,supported,ideal,1,0,0
local_2026_02211,supported,0.6737113549,0.857281202775,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02211,supported,0.6737113549,0.857281202775,1.40896007673,supported,stable_player,1,0,0
local_2026_02243,supported,0.687813033872,0.85559360714,1.40896007673,supported,ideal,1,0,0
local_2026_02243,supported,0.687813033872,0.85559360714,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02243,supported,0.687813033872,0.85559360714,1.40896007673,supported,stable_player,1,0,0
local_2026_02283,supported,0.588404232466,0.735083208571,1.40896007673,supported,ideal,1,0,0
local_2026_02283,supported,0.588404232466,0.735083208571,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02283,supported,0.588404232466,0.735083208571,1.40896007673,supported,stable_player,1,0,0
local_2026_02288,supported,0.653082280561,0.80951435902,1.40896007673,supported,ideal,1,0,0
local_2026_02288,supported,0.653082280561,0.80951435902,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02288,supported,0.653082280561,0.80951435902,1.40896007673,supported,stable_player,1,0,0
local_2026_02294,supported,0.675774218206,0.857550120353,1.40896007673,supported,ideal,1,0,0
local_2026_02294,supported,0.675774218206,0.857550120353,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02294,supported,0.675774218206,0.857550120353,1.40896007673,supported,stable_player,1,0,0
local_2026_02304,supported,0.608263647288,0.740859710711,1.40896007673,supported,ideal,1,0,0
local_2026_02304,supported,0.608263647288,0.740859710711,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02304,supported,0.608263647288,0.740859710711,1.40896007673,supported,stable_player,1,0,0
local_2026_02321,supported,0.631607232365,0.783859018427,1.40896007673,supported,ideal,1,0,0
local_2026_02321,supported,0.631607232365,0.783859018427,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02321,supported,0.631607232365,0.783859018427,1.40896007673,supported,stable_player,1,0,0
local_2026_02357,supported,0.606039651168,0.746978178708,1.40896007673,supported,ideal,1,0,0
local_2026_02357,supported,0.606039651168,0.746978178708,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02357,supported,0.606039651168,0.746978178708,1.40896007673,supported,stable_player,1,0,0
local_2026_02359,supported,0.66291080231,0.804597432921,1.40896007673,supported,ideal,1,0,0
local_2026_02359,supported,0.66291080231,0.804597432921,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02359,supported,0.66291080231,0.804597432921,1.40896007673,supported,stable_player,1,0,0
local_2026_02390,supported,0.632872201456,0.763977306731,1.40896007673,supported,ideal,1,0,0
local_2026_02390,supported,0.632872201456,0.763977306731,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02390,supported,0.632872201456,0.763977306731,1.40896007673,supported,stable_player,1,0,0
local_2026_02392,supported,0.673461092646,0.830447930948,1.40896007673,supported,ideal,1,0,0
local_2026_02392,supported,0.673461092646,0.830447930948,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02392,supported,0.673461092646,0.830447930948,1.40896007673,supported,stable_player,1,0,0
local_2026_02469,supported,0.652139081318,0.786568268803,1.40896007673,supported,ideal,1,0,0
local_2026_02469,supported,0.652139081318,0.786568268803,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02469,supported,0.652139081318,0.786568268803,1.40896007673,supported,stable_player,1,0,0
local_2026_02471,supported,0.612819127253,0.746354204961,1.40896007673,supported,ideal,1,0,0
local_2026_02471,supported,0.612819127253,0.746354204961,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02471,supported,0.612819127253,0.746354204961,1.40896007673,supported,stable_player,1,0,0
local_2026_02486,supported,0.67088135727,0.830926232498,1.40896007673,supported,ideal,1,0,0
local_2026_02486,supported,0.67088135727,0.830926232498,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02486,supported,0.67088135727,0.830926232498,1.40896007673,supported,stable_player,1,0,0
local_2026_02569,supported,0.71497809658,0.873463012164,1.40896007673,supported,ideal,1,0,0
local_2026_02569,supported,0.71497809658,0.873463012164,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02569,supported,0.71497809658,0.873463012164,1.40896007673,supported,stable_player,1,0,0
local_2026_02608,supported,0.665930935087,0.805429325514,1.40896007673,supported,ideal,1,0,0
local_2026_02608,supported,0.665930935087,0.805429325514,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02608,supported,0.665930935087,0.805429325514,1.40896007673,supported,stable_player,1,0,0
local_2026_02620,supported,0.605201212839,0.746047821154,1.40896007673,supported,ideal,1,0,0
local_2026_02620,supported,0.605201212839,0.746047821154,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02620,supported,0.605201212839,0.746047821154,1.40896007673,supported,stable_player,1,0,0
local_2026_02685,supported,0.745478570571,0.880660416699,1.40896007673,supported,ideal,1,0,0
local_2026_02685,supported,0.745478570571,0.880660416699,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02685,supported,0.745478570571,0.880660416699,1.40896007673,supported,stable_player,1,0,0
local_2026_02735,supported,0.655947229705,0.798958373025,1.40896007673,supported,ideal,1,0,0
local_2026_02735,supported,0.655947229705,0.798958373025,1.40896007673,supported,ordinary_player,1,0,0
local_2026_02735,supported,0.655947229705,0.798958373025,1.40896007673,supported,stable_player,1,0,0
local_2026_02743,supported,0.58983037839,0.734634298004,1.40896007673,supported,ideal,1,0,0
