candidate_id,parameter_scenario,launch_direction_sd_deg,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,p95_miss_distance_yd,maximum_miss_distance_yd,probability_within_3yd,probability_within_5yd,simulations,supported_fraction,borderline_fraction,out_of_support_fraction,p90_ci_low,p90_ci_high,robustness_statistical_tie
de_seed_2029,stable_player,0.5,3.99770785576,3.26147571299,8.11149713028,8.8695785295,12.6079094301,0.4675,0.654,2000,1,0,0,7.93818087275,8.27933685027,False
de_seed_2030,ideal,0,2.97519899315,2.70333579001,5.49251554897,6.60675239705,12.2556569523,0.6025,0.8705,2000,1,0,0,5.23597941104,5.67182095401,False
de_seed_2030,ordinary_player,1,4.86527040315,4.34905088045,8.82983360318,9.80800597025,15.6647410815,0.2865,0.5685,2000,1,0,0,8.65480499489,9.02681853849,False
de_seed_2030,stable_player,0.5,3.61162843532,3.29231681045,6.59830189416,7.81788791639,12.6782882776,0.4425,0.7625,2000,1,0,0,6.38134308838,6.84603328083,False
local_2026_00014,ideal,0,2.15746208159,1.86769754197,4.14249101188,4.78061815004,7.67034729535,0.7775,0.966,2000,1,0,0,4.00349659727,4.3172197564,False
local_2026_00014,ordinary_player,1,4.28223110474,4.10275643967,8.03743494727,9.0655686037,15.6480074525,0.382,0.6225,2000,1,0,0,7.81329404803,8.1778624351,True
local_2026_00014,stable_player,0.5,2.92167612938,2.53085626465,5.29806026873,6.05616955624,9.42434125114,0.5765,0.8635,2000,1,0,0,5.196707801,5.44082507698,False
local_2026_00054,ideal,0,2.05294649877,1.64617580958,4.12233013283,4.73832079067,8.91872332368,0.802,0.963,2000,1,0,0,3.91315568216,4.18285801071,False
local_2026_00054,ordinary_player,1,4.15288088302,3.95259035096,7.8208484771,9.26148713656,15.2674219103,0.4055,0.646,2000,1,0,0,7.57671382011,7.99947597092,True
local_2026_00054,stable_player,0.5,2.83852701253,2.2796140748,5.63727862332,6.49561325867,9.93190166169,0.596,0.867,2000,1,0,0,5.38876113485,5.83079205261,False
local_2026_00105,ideal,0,1.80362206185,1.56864415389,3.40568251672,3.84702946573,6.44143044922,0.8465,0.992,2000,1,0,0,3.29481175849,3.50658243192,False
local_2026_00105,ordinary_player,1,3.8489137332,3.28894424409,7.73821321402,9.21409019754,13.7747025852,0.4565,0.677,2000,1,0,0,7.25960793347,8.02742857627,True
local_2026_00105,stable_player,0.5,2.58798942484,2.18558012204,5.21994572348,6.03742285576,9.32705433699,0.64,0.8805,2000,1,0,0,5.06664355783,5.3834868083,True
local_2026_00157,ideal,0,2.80654897138,2.35251383396,5.43401824777,6.58043262499,11.0567492384,0.627,0.866,2000,1,0,0,5.21295216646,5.68288006559,False
local_2026_00157,ordinary_player,1,4.67585201975,4.53489366952,8.36407004327,9.56066289977,15.7002896791,0.312,0.5625,2000,1,0,0,8.22625995664,8.56069761194,False
local_2026_00157,stable_player,0.5,3.44116094308,3.17803187291,6.41258729079,7.41977369284,11.3354269682,0.472,0.778,2000,1,0,0,6.15727414645,6.54146755282,False
local_2026_00160,ideal,0,2.12124598999,1.88302311182,3.83579751338,4.63859099689,8.57673335301,0.794,0.967,2000,1,0,0,3.68263795804,4.03697146306,False
local_2026_00160,ordinary_player,1,4.22443603153,3.93842068419,8.00019609573,9.06510862144,16.3332578526,0.404,0.643,2000,1,0,0,7.79644122913,8.1932293173,True
local_2026_00160,stable_player,0.5,2.83318823546,2.46534193083,5.1144557706,6.0340892122,9.9374084675,0.605,0.89,2000,1,0,0,5.02195237869,5.21496727719,True
local_2026_00175,ideal,0,3.49467474253,2.98392949391,6.73572047997,7.70131174593,11.8265714398,0.502,0.7625,2000,1,0,0,6.49588329569,7.11742819451,False
local_2026_00175,ordinary_player,1,5.17117813174,5.06470168526,8.85312104013,9.90205720662,15.880836753,0.25,0.488,2000,1,0,0,8.57526386178,8.99731751889,False
local_2026_00175,stable_player,0.5,4.03943002104,3.81741692009,7.30351228304,8.36008954772,12.534022646,0.373,0.6845,2000,1,0,0,7.13380466087,7.41910536833,False
local_2026_00191,ideal,0,1.9049456105,1.67211726148,3.32419320324,4.14222700836,10.6060388342,0.8665,0.9795,2000,1,0,0,3.17516376457,3.49637111162,False
local_2026_00191,ordinary_player,1,4.17447168783,3.85446791656,7.76106895431,9.28194984738,15.298992238,0.4325,0.6295,2000,1,0,0,7.60790559526,7.94078699982,True
local_2026_00191,stable_player,0.5,2.71022192542,2.17701391774,5.20962256409,6.07107806021,10.6060388342,0.661,0.871,2000,1,0,0,5.1030851224,5.28565802673,True
local_2026_00220,ideal,0,2.16551909638,1.71958377202,4.17059780937,5.52239762979,8.2231029789,0.7585,0.9355,2000,1,0,0,4.04401737526,4.34197941567,False
local_2026_00220,ordinary_player,1,4.10862956201,3.57880777665,7.99992325051,9.22122988102,13.8258300614,0.392,0.64,2000,1,0,0,7.62669725596,8.24217690056,True
local_2026_00220,stable_player,0.5,2.90185782106,2.57416011536,5.79959490508,6.53234056484,9.6822363137,0.5675,0.828,2000,1,0,0,5.66253293043,5.93042366174,False
local_2026_00248,ideal,0,2.26966980056,2.02615990339,4.24918351646,4.85023771233,8.78922310643,0.745,0.9645,2000,1,0,0,4.12228298365,4.44540764818,False
local_2026_00248,ordinary_player,1,4.24827072984,3.88207876679,8.04376740692,9.01982059536,15.7149808089,0.3775,0.6415,2000,1,0,0,7.66513394214,8.27127367014,True
local_2026_00248,stable_player,0.5,2.95580785416,2.66931589764,5.26065818194,6.04147846067,9.75182447254,0.562,0.8735,2000,1,0,0,5.112959497,5.40021109223,True
local_2026_00305,ideal,0,2.5386708775,2.06267469376,4.90267644961,5.85525961934,11.1050449075,0.6745,0.909,2000,1,0,0,4.81357784082,5.13355520011,False
local_2026_00305,ordinary_player,1,4.50087564271,4.42725141989,8.07646258882,9.59365866141,15.4647186233,0.3405,0.594,2000,1,0,0,7.92414083836,8.36424893709,True
local_2026_00305,stable_player,0.5,3.28732605377,3.04255241474,6.21565705235,7.04760086872,11.6598754518,0.495,0.8005,2000,1,0,0,6.00753668703,6.37555283917,False
local_2026_00467,ideal,0,2.98459104957,2.51416568285,5.43961570253,6.74861516116,11.4277496382,0.585,0.849,2000,1,0,0,5.2609848592,5.69799129948,False
local_2026_00467,ordinary_player,1,4.86322138617,4.7862653693,8.37123701674,9.62198160465,15.5376876331,0.2855,0.534,2000,1,0,0,8.1895439312,8.66359265658,False
local_2026_00467,stable_player,0.5,3.62350829689,3.53890024743,6.46780306167,7.40199598226,11.7822279924,0.4285,0.755,2000,1,0,0,6.26643354377,6.65696552074,False
local_2026_00480,ideal,0,2.9036292506,2.40355845383,5.45081146472,7.0167513968,11.7190145207,0.6085,0.855,2000,1,0,0,5.32752207434,5.64209441138,False
local_2026_00480,ordinary_player,1,4.79296437752,4.6688023116,8.40376385629,9.64904462219,15.5091681011,0.297,0.55,2000,1,0,0,8.26910651372,8.63716740044,False
local_2026_00480,stable_player,0.5,3.54434114086,3.37059439698,6.47518537515,7.47603025562,12.6418349233,0.4505,0.7625,2000,1,0,0,6.3024196787,6.65142337564,False
local_2026_00503,ideal,0,1.88827821156,1.6126487078,3.57727261155,4.0934980717,6.59610307732,0.833,0.9875,2000,1,0,0,3.466067444,3.70820853792,False
local_2026_00503,ordinary_player,1,3.92716826941,3.42349636256,7.84790545025,9.20847118451,14.6540513348,0.441,0.6715,2000,1,0,0,7.51047165511,8.14838012368,True
local_2026_00503,stable_player,0.5,2.67040065186,2.30935767276,5.25763766747,6.16435706292,9.3887009407,0.625,0.879,2000,1,0,0,5.0487039453,5.42540906805,True
local_2026_00552,ideal,0,1.69602292318,1.46352100094,3.1177239967,3.70874941749,6.41447510355,0.8845,0.991,2000,1,0,0,2.98311890113,3.2498857003,False
local_2026_00552,ordinary_player,1,3.78384083765,3.26047985268,7.66445035324,8.95879778165,13.7895556303,0.4505,0.688,2000,1,0,0,7.11750081571,8.00648004507,True
local_2026_00552,stable_player,0.5,2.45476612777,2.01335449206,5.06623199594,5.8665495002,9.36725190113,0.664,0.8945,2000,1,0,0,4.96081450232,5.27376491416,True
local_2026_00562,ideal,0,1.97386295287,1.67575079004,3.74981005932,4.55945175984,7.37813949645,0.8245,0.978,2000,1,0,0,3.62046937794,3.93568566731,False
local_2026_00562,ordinary_player,1,4.16638074106,3.95496502464,7.75316373196,9.19196651589,15.266554503,0.4055,0.641,2000,1,0,0,7.51645700825,8.05486276632,True
local_2026_00562,stable_player,0.5,2.80276988466,2.29373963534,5.27149855495,6.17587481675,9.83347167245,0.612,0.8665,2000,1,0,0,5.18611600253,5.49489885998,False
local_2026_00646,ideal,0,1.86796368117,1.63593427088,3.49513418137,4.12143754673,7.07524476357,0.838,0.99,2000,1,0,0,3.40215032726,3.65883551169,False
local_2026_00646,ordinary_player,1,3.95571573733,3.50733681481,7.80304993851,9.19302042762,13.7711643986,0.436,0.668,2000,1,0,0,7.50531345401,8.14209405801,True
local_2026_00646,stable_player,0.5,2.67484298988,2.14827740214,5.41950420677,6.20651983564,9.72096790724,0.628,0.8655,2000,1,0,0,5.27651142444,5.6386860534,False
local_2026_00648,ideal,0,2.63448482725,2.47335519547,4.88607642242,5.24499348207,10.7504924653,0.6365,0.917,2000,1,0,0,4.84767981984,4.92443933777,False
local_2026_00648,ordinary_player,1,4.66273204484,4.56178176013,8.0794857647,9.48635779023,15.1531000069,0.3075,0.569,2000,1,0,0,7.88178641601,8.27966063162,True
local_2026_00648,stable_player,0.5,3.3380096683,3.13239572181,5.75020473705,6.61659789013,10.79435388,0.4805,0.7935,2000,1,0,0,5.59246171288,5.88264730791,False
local_2026_00650,ideal,0,1.67601407378,1.49152157779,2.96041801184,3.55120860079,6.51847332092,0.902,0.992,2000,1,0,0,2.89131133925,3.14581460535,False
local_2026_00650,ordinary_player,1,3.79347935326,3.27033981935,7.67931877675,9.03178526706,13.6302082992,0.467,0.684,2000,1,0,0,7.30958751723,8.10596704578,True
local_2026_00650,stable_player,0.5,2.4580400327,1.97685532218,5.1202260006,5.94094111812,10.0057227796,0.678,0.8915,2000,1,0,0,4.95664144992,5.37895017242,True
local_2026_00655,ideal,0,2.27103650171,1.8214578136,4.42710534541,5.62021562538,9.35986558711,0.7375,0.9255,2000,1,0,0,4.21015144956,4.63496992217,False
local_2026_00655,ordinary_player,1,4.19410944303,3.7020346334,8.07276454885,9.09181983665,14.1367119162,0.3815,0.6365,2000,1,0,0,7.78730462093,8.29590920362,True
local_2026_00655,stable_player,0.5,2.93969168194,2.59393421535,5.82290258392,6.4776035655,10.5758429823,0.5675,0.8375,2000,1,0,0,5.63111725501,5.95777540637,False
local_2026_00678,ideal,0,1.73283868077,1.50838234757,3.08843785901,3.70231142966,6.50240470329,0.89,0.984,2000,1,0,0,2.95647455067,3.19601406527,False
local_2026_00678,ordinary_player,1,3.83971075856,3.30281698554,7.71267804952,9.0985108973,13.6302082992,0.458,0.677,2000,1,0,0,7.38874364334,8.12933390647,True
local_2026_00678,stable_player,0.5,2.50169261577,2.02318950301,5.16708941504,5.89651300425,9.25427709243,0.67,0.889,2000,1,0,0,4.99400533459,5.34956025338,True
local_2026_00680,ideal,0,1.77272936309,1.64555872476,2.86341922655,3.38519702633,9.1991099727,0.917,0.99,2000,1,0,0,2.78067611141,2.98853277478,True
local_2026_00680,ordinary_player,1,4.1112180712,3.80341548236,7.73877294888,9.22436006488,15.4030557317,0.444,0.648,2000,1,0,0,7.56586024953,7.90162356571,True
local_2026_00680,stable_player,0.5,2.66427075669,2.0920755643,5.16367688085,5.97128533856,9.1991099727,0.682,0.8735,2000,1,0,0,5.10032030617,5.24179740964,True
local_2026_00696,ideal,0,2.09861501591,1.80073786867,3.83951478426,4.63954285899,10.504624428,0.7995,0.9635,2000,1,0,0,3.69395275918,3.98121359918,False
local_2026_00696,ordinary_player,1,4.23357984862,3.84008942391,7.89750600537,9.23329615213,15.2234433817,0.417,0.631,2000,1,0,0,7.68840664776,8.05980965208,True
local_2026_00696,stable_player,0.5,2.78927068429,2.31170898943,5.20238223575,6.28461449344,10.504624428,0.627,0.8785,2000,1,0,0,5.09024497461,5.30535004226,True
local_2026_00736,ideal,0,1.83614125023,1.60338099733,3.44378751348,3.88258780121,7.20103509188,0.843,0.9925,2000,1,0,0,3.31525108679,3.56406929847,False
local_2026_00736,ordinary_player,1,3.86286639512,3.32303343991,7.63858431243,9.19819915315,13.7043050701,0.456,0.679,2000,1,0,0,7.3462770384,7.98755411177,True
local_2026_00736,stable_player,0.5,2.61258050474,2.20363903729,5.26586996014,6.18858980653,9.87845191935,0.6395,0.8795,2000,1,0,0,5.09972919098,5.45410969297,True
local_2026_00765,ideal,0,2.1192751803,1.73170106724,4.05711279013,5.25964850871,7.98157957514,0.7795,0.9455,2000,1,0,0,3.86882356923,4.17580023518,False
local_2026_00765,ordinary_player,1,4.12619625764,3.6977771551,8.03045614583,9.21460220628,13.7710150969,0.396,0.637,2000,1,0,0,7.54024626041,8.23642864639,True
local_2026_00765,stable_player,0.5,2.84016549667,2.44238466584,5.66133733873,6.41569466716,9.27841220499,0.5825,0.847,2000,1,0,0,5.51762324494,5.81531506429,False
local_2026_00773,ideal,0,1.67822170859,1.52606548888,2.78966116132,3.26076631644,6.43658002484,0.921,0.997,2000,1,0,0,2.71673573325,2.87772375603,True
local_2026_00773,ordinary_player,1,3.82145963951,3.26421329817,7.76816367213,9.03879495491,13.72141324,0.463,0.684,2000,1,0,0,7.28676150823,8.17398643113,True
local_2026_00773,stable_player,0.5,2.45259527264,2.05154899999,4.93209714761,5.84700169706,9.11359174324,0.6815,0.9065,2000,1,0,0,4.74736531537,5.13779132749,True
local_2026_00807,ideal,0,2.60805508645,2.20721239837,4.94979314431,5.61511213658,10.6097380491,0.677,0.9025,2000,1,0,0,4.84211104116,5.09785748513,False
local_2026_00807,ordinary_player,1,4.50221554048,4.27175918614,8.25851611009,9.24323671435,15.6546882509,0.345,0.593,2000,1,0,0,8.10259305282,8.3769123744,False
local_2026_00807,stable_player,0.5,3.19701585952,2.85273207623,5.77774879144,6.84737767126,11.4988837544,0.5215,0.8195,2000,1,0,0,5.61836979036,5.96721837145,False
local_2026_00830,ideal,0,2.21453193976,1.82338627823,4.19632975073,5.46207056636,9.61708656945,0.757,0.939,2000,1,0,0,4.04238925079,4.35023257003,False
local_2026_00830,ordinary_player,1,4.16106989938,3.69454953716,8.07062243201,9.13361056699,14.512737951,0.3805,0.6355,2000,1,0,0,7.73725176817,8.29885976674,True
local_2026_00830,stable_player,0.5,2.918651863,2.55799728374,5.78363374668,6.46100195473,10.9800130694,0.562,0.833,2000,1,0,0,5.65044675206,5.96638000491,False
local_2026_00857,ideal,0,1.80245360795,1.50386749189,3.32564115252,4.07965069161,7.74715995646,0.858,0.9725,2000,1,0,0,3.24089616288,3.44508126559,False
local_2026_00857,ordinary_player,1,3.90324303689,3.37811766254,7.85509865035,9.01998845565,13.7103021816,0.434,0.667,2000,1,0,0,7.443976521,8.22011117957,True
local_2026_00857,stable_player,0.5,2.55312921852,2.1499421,5.19786432598,5.96364422197,9.04852348682,0.646,0.887,2000,1,0,0,4.96982924196,5.49514346128,True
local_2026_00862,ideal,0,2.42118675772,2.24515514765,4.49323479114,4.97616438761,7.66154207601,0.707,0.9515,2000,1,0,0,4.34985289907,4.60182726536,False
local_2026_00862,ordinary_player,1,4.46171106194,4.23752719948,7.99402841794,9.12916544097,15.5072284094,0.3335,0.615,2000,1,0,0,7.83498239777,8.22458144622,True
local_2026_00862,stable_player,0.5,3.1339143212,2.82921440132,5.41727305983,6.25970826722,9.25420910291,0.524,0.841,2000,1,0,0,5.33404361673,5.54520038537,False
local_2026_00907,ideal,0,2.08102713304,1.83086330731,3.804154444,4.45851088689,7.77265160644,0.7935,0.9775,2000,1,0,0,3.6792669499,3.92341523255,False
local_2026_00907,ordinary_player,1,4.22146403471,3.88113358784,7.94355305951,9.2935422172,15.5336394305,0.3955,0.6345,2000,1,0,0,7.64645646337,8.19201223475,True
local_2026_00907,stable_player,0.5,2.91674104187,2.49665528614,5.42474018936,6.33305057245,9.16930259097,0.585,0.8515,2000,1,0,0,5.29893182147,5.62760918448,False
local_2026_00919,ideal,0,1.92554943042,1.68524158988,3.4530622167,4.12884401274,10.5237769027,0.8635,0.9805,2000,1,0,0,3.29314183908,3.56310397178,False
local_2026_00919,ordinary_player,1,4.1707526732,3.77506434193,7.84461196812,9.09415754028,15.5301962618,0.428,0.6425,2000,1,0,0,7.65015440184,8.03630170954,True
local_2026_00919,stable_player,0.5,2.7082695164,2.23029412287,5.09952603335,6.11940397085,10.5237769027,0.655,0.8855,2000,1,0,0,5.0251798262,5.23934534568,True
local_2026_00956,ideal,0,2.11007916657,1.73720986061,3.88559025955,5.36382017748,9.26847676524,0.77,0.943,2000,1,0,0,3.75936879734,4.1618249345,False
local_2026_00956,ordinary_player,1,4.04840983036,3.4874747515,7.94548054981,9.22912536199,14.4720829853,0.418,0.6425,2000,1,0,0,7.48850620979,8.21757052504,True
local_2026_00956,stable_player,0.5,2.84735212997,2.45316161136,5.70335961734,6.50167442738,11.0375914209,0.5855,0.8345,2000,1,0,0,5.59652985448,5.89774610749,False
local_2026_00967,ideal,0,1.82601209805,1.55426609494,3.35613242816,3.9829359073,7.42556524456,0.844,0.9765,2000,1,0,0,3.27143643122,3.45886651393,False
local_2026_00967,ordinary_player,1,3.88854178053,3.42628989364,7.82264867581,9.11923160544,13.560411092,0.447,0.67,2000,1,0,0,7.40247116093,8.10776185311,True
local_2026_00967,stable_player,0.5,2.61002429362,2.09281083375,5.40408165575,6.19756218816,9.30079548193,0.6365,0.8715,2000,1,0,0,5.31028397244,5.57606962917,False
local_2026_01054,ideal,0,2.74867591919,2.20185423606,5.44900782386,6.35988433582,10.3525591989,0.643,0.87,2000,1,0,0,5.257839114,5.72142476432,False
local_2026_01054,ordinary_player,1,4.64132362953,4.44732339677,8.36578957873,9.39749643053,15.6780072212,0.3245,0.571,2000,1,0,0,8.15394273231,8.55992771041,False
local_2026_01054,stable_player,0.5,3.38742623337,3.10889127204,6.32646239021,7.28996163932,11.0985543291,0.4885,0.776,2000,1,0,0,6.16672509628,6.51659501324,False
local_2026_01065,ideal,0,2.27889813572,1.95251691795,4.42573776105,4.9028657351,9.23793441933,0.7455,0.957,2000,1,0,0,4.30128729378,4.58530153727,False
local_2026_01065,ordinary_player,1,4.37154071406,4.18484396152,8.0504691862,9.13309628426,15.6133611026,0.364,0.611,2000,1,0,0,7.88290067263,8.17478727247,True
local_2026_01065,stable_player,0.5,3.02921036753,2.68038634571,5.38227003575,6.19136607947,10.2648969051,0.549,0.8435,2000,1,0,0,5.29101259119,5.53721525779,False
local_2026_01066,ideal,0,1.99012610931,1.7534829656,3.52279052367,4.30036687973,11.285410347,0.84,0.976,2000,1,0,0,3.42517305357,3.63832391452,False
local_2026_01066,ordinary_player,1,4.16327232098,3.78897932517,7.84271360025,9.08228042751,15.536508453,0.412,0.649,2000,1,0,0,7.65083882686,8.07296188453,True
local_2026_01066,stable_player,0.5,2.77486876768,2.38831474597,5.08974498617,6.11483677606,11.285410347,0.624,0.8895,2000,1,0,0,4.9718799139,5.22096057888,True
local_2026_01068,ideal,0,1.89772343222,1.67728226692,3.54273090849,4.06561288697,7.07397312623,0.821,0.9895,2000,1,0,0,3.4625423767,3.65542212073,False
local_2026_01068,ordinary_player,1,3.94115531572,3.42350595656,7.85519846098,9.41856030557,13.6344205205,0.4485,0.6665,2000,1,0,0,7.5600698585,8.24840988498,True
local_2026_01068,stable_player,0.5,2.70659496977,2.19519089467,5.5145382823,6.38458603988,10.09096764,0.625,0.8555,2000,1,0,0,5.31751664217,5.63812848422,False
local_2026_01116,ideal,0,2.14894835241,1.91451520886,3.93803672969,4.45047014992,9.43527354067,0.765,0.9765,2000,1,0,0,3.82223676903,4.04595531383,False
local_2026_01116,ordinary_player,1,4.12262567026,3.53264258604,8.11618795725,9.52603208788,13.7921750085,0.4265,0.6555,2000,1,0,0,7.75731904741,8.3173367478,True
local_2026_01116,stable_player,0.5,2.95844432464,2.56514104621,5.72588034361,6.66451863852,9.68293069923,0.574,0.8425,2000,1,0,0,5.44863889136,5.9756355504,False
local_2026_01146,ideal,0,2.11263994192,1.83033865312,4.04614120088,4.72973317335,8.73889794693,0.781,0.978,2000,1,0,0,3.85570056665,4.23452126067,False
local_2026_01146,ordinary_player,1,4.24643595489,4.08632727875,7.80625424069,9.1349744935,15.3071177792,0.3855,0.629,2000,1,0,0,7.63773964365,8.07568118751,True
local_2026_01146,stable_player,0.5,2.9119228778,2.54280321401,5.37092279158,6.23261617482,9.95090106764,0.5805,0.8605,2000,1,0,0,5.24553560513,5.59074434133,False
local_2026_01213,ideal,0,1.83443892779,1.66174409046,3.06221432743,3.71752397817,8.69427332808,0.892,0.9835,2000,1,0,0,2.94879447518,3.19365762984,False
local_2026_01213,ordinary_player,1,4.1475981394,3.79720344312,7.76566396184,9.19844251541,15.6176183998,0.4365,0.6425,2000,1,0,0,7.56938917699,7.927712958,True
local_2026_01213,stable_player,0.5,2.67352240858,2.10596836414,5.14494996077,6.13469598154,10.3173629978,0.6695,0.8825,2000,1,0,0,5.06704539704,5.27355394438,True
local_2026_01310,ideal,0,2.26082769485,2.03557519614,4.29427357911,4.97182233872,9.10846504464,0.753,0.953,2000,1,0,0,4.13706401326,4.51286968736,False
local_2026_01310,ordinary_player,1,4.24513014367,3.87071315419,8.07686225549,8.93824383074,16.4762635185,0.388,0.6345,2000,1,0,0,7.88446078447,8.2407883541,True
local_2026_01310,stable_player,0.5,2.88662725103,2.59863991714,5.2138436553,6.01302491802,10.1300176653,0.588,0.8795,2000,1,0,0,5.07250453011,5.33757868228,True
local_2026_01391,ideal,0,2.91709232951,2.65851824818,5.11451396112,5.60209472716,10.8589916054,0.5665,0.8835,2000,1,0,0,5.01635211692,5.23025320351,False
local_2026_01391,ordinary_player,1,4.71166497559,4.52979347877,8.19265528132,9.20342681792,15.4290384996,0.292,0.5825,2000,1,0,0,7.97767648797,8.41855337674,False
local_2026_01391,stable_player,0.5,3.40952101415,3.23566290097,5.7367717629,6.5564269898,10.9339368129,0.455,0.799,2000,1,0,0,5.52119019057,5.90453085441,False
local_2026_01400,ideal,0,3.38973296038,2.89403409154,6.58263580225,7.61918764557,11.8075203913,0.5165,0.778,2000,1,0,0,6.36044126185,7.02943655918,False
local_2026_01400,ordinary_player,1,5.15693584962,5.0108885932,8.78638233594,9.88826592979,15.6191402577,0.251,0.4995,2000,1,0,0,8.53692151223,9.01366144867,False
local_2026_01400,stable_player,0.5,3.98573179138,3.80744264801,7.19827504035,8.10319593653,12.5786129749,0.382,0.687,2000,1,0,0,6.97204579084,7.35974045152,False
local_2026_01404,ideal,0,2.54867138806,2.32066087628,4.72228540683,5.23383777043,10.6504030159,0.66,0.9265,2000,1,0,0,4.55924320654,4.8641453798,False
local_2026_01404,ordinary_player,1,4.61945427613,4.46681376184,8.15627542436,9.45306660546,15.1537012123,0.3255,0.5825,2000,1,0,0,7.95315526705,8.43692998156,True
local_2026_01404,stable_player,0.5,3.27370413321,2.96153520281,5.72536749302,6.69474429934,10.6521388677,0.505,0.796,2000,1,0,0,5.61098006728,5.96212440121,False
local_2026_01418,ideal,0,1.96926033682,1.60824576594,3.76474009947,4.52014591826,8.60651245052,0.8145,0.9675,2000,1,0,0,3.68816353015,3.83901753735,False
local_2026_01418,ordinary_player,1,3.96581130809,3.48069330932,7.97544624828,8.99598229316,13.8686336123,0.418,0.6675,2000,1,0,0,7.66321180685,8.19608115343,True
local_2026_01418,stable_player,0.5,2.67465150032,2.30906485952,5.41239064899,6.19878675034,10.2567193547,0.625,0.872,2000,1,0,0,5.16921011305,5.53749380048,False
local_2026_01426,ideal,0,1.93168333624,1.62425206318,3.67776736432,4.37404409694,7.85247881074,0.7975,0.9695,2000,1,0,0,3.51908991123,3.750781834,False
local_2026_01426,ordinary_player,1,3.9324049439,3.43651975881,7.83999237119,9.24864145584,13.5668576385,0.4355,0.656,2000,1,0,0,7.38634280415,8.14784222878,True
local_2026_01426,stable_player,0.5,2.71514905123,2.29163190873,5.65048792151,6.38469812869,9.28693255457,0.6045,0.8535,2000,1,0,0,5.54490894577,5.77894401863,False
local_2026_01434,ideal,0,2.26546304939,1.74410819247,4.4461302031,5.40513327435,9.97735737825,0.7415,0.9285,2000,1,0,0,4.32994874552,4.67653159766,False
local_2026_01434,ordinary_player,1,4.34186792367,4.18783623095,7.88426037646,9.30254016144,15.4246179105,0.367,0.6155,2000,1,0,0,7.67144223325,8.12031841503,True
local_2026_01434,stable_player,0.5,3.02254158481,2.51474736244,5.96021819507,6.6454400731,10.4639806731,0.553,0.833,2000,1,0,0,5.73705918403,6.12723339838,False
local_2026_01435,ideal,0,1.9345743286,1.59189670364,3.71916949039,4.45178189925,8.72789338223,0.8215,0.969,2000,1,0,0,3.55633380254,3.80675457363,False
local_2026_01435,ordinary_player,1,3.93267988901,3.41010426301,7.80441587294,8.93896698001,13.9381996942,0.423,0.6695,2000,1,0,0,7.38015568049,8.13572994835,True
local_2026_01435,stable_player,0.5,2.65048522805,2.28471708979,5.36240094617,6.14184980413,10.3511279657,0.6305,0.8735,2000,1,0,0,5.20083978058,5.53493968251,False
local_2026_01438,ideal,0,2.91442768267,2.41485239995,5.6930202565,6.69184112306,10.3578944899,0.6125,0.848,2000,1,0,0,5.46367018363,5.87811205231,False
local_2026_01438,ordinary_player,1,4.74104541188,4.5670491892,8.40430312738,9.514510217,15.8410801765,0.305,0.5535,2000,1,0,0,8.27930769874,8.61564903831,False
